标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
奥迪Q3 2018款 30周年纪念版 35 TFSI 时尚版,奥迪,唐山,11.2,32.06,1.12万,5.87万公里,2019,国5
本田冠道 2017款 240TURBO CVT 两驱 精英版 国V,本田,唐山,11.6,24.80,1.16万,5.92万公里,2018,国5
大众探岳 2019款 330TSI 双离合 两驱 豪华型 国VI,大众,唐山,11.9,24.68,1.19万,1.90万公里,2019,国6
丰田威兰达 2021款 2.0L CVT 四驱 豪华版,丰田,唐山,12.9,23.46,1.29万,2.64万公里,2021,国6
比亚迪汉 2020款 EV 四驱 高性能版 旗舰型,比亚迪,唐山,12.98,31.92,1.30万,7.79万公里,2020,新能源
本田皓影 2021款 240TURBO CVT 两驱 智享版,本田,唐山,13.0,22.56,1.30万,2.85万公里,2021,国6
丰田凯美瑞 2018款 2.5HG 豪华版,丰田,唐山,13.0,27.04,1.30万,6.49万公里,2019,国5
丰田凯美瑞 2019款 2.5G 豪华版 国VI,丰田,唐山,13.2,24.82,1.32万,3.02万公里,2019,国6
奔驰C级 2016款 C 200 运动版,奔驰,唐山,13.2,35.32,1.32万,7.77万公里,2016,国5
奥迪A4L 2017款 40 TFSI 时尚型,奥迪,唐山,13.29,38.08,1.33万,8.63万公里,2017,国5
奔驰A级 2021款 改款 A 180 L 运动轿车,奔驰,唐山,13.6,26.21,1.36万,2.23万公里,2021,国6
本田冠道 2019款 240TURBO CVT 两驱 精英版 国VI,本田,唐山,13.7,24.80,1.37万,0.89万公里,2020,国6
北京BJ40 2021款 刀锋英雄版 2.0T 自动四驱侠客版 柴油,北京,唐山,13.9,22.03,1.39万,1.70万公里,2022,国6
大众迈腾 2020款 330TSI 领先型,大众,唐山,14.15,24.79,1.42万,3.83万公里,2021,国6
本田ZR-V 致在 2023款 e:HEV 2.0L 锐·尊享版,本田,唐山,14.4,25.79,1.44万,0.09万公里,2023,国6
本田CR-V e:PHEV 2021款 2.0L 睿驰版,本田,唐山,14.4,32.52,1.44万,2.62万公里,2021,国6
大众帕萨特 2021款 330TSI 双离合 豪华版,大众,唐山,14.9,26.78,1.49万,1.53万公里,2021,国6
斯巴鲁森林人 2021款 2.0i 豪华版EyeSight,斯巴鲁,唐山,15.0,26.88,1.50万,1.68万公里,2022,国6
本田皓影 e:PHEV 2022款 2.0L 65km 尊贵版,本田,唐山,15.5,31.97,1.55万,1.08万公里,2023,国6
宝马X1 2020款 sDrive25Li 领先型,宝马,唐山,16.39,34.77,1.64万,1.77万公里,2020,国6
坦克300 2021款 越野版 2.0T 征服者,坦克,唐山,16.7,24.12,1.67万,4.41万公里,2021,国6
雷克萨斯NX 2017款 NX 300 锋行版,雷克萨斯,唐山,17.3,40.10,1.73万,3.83万公里,2018,国5
丰田凌放 2022款 2.0L 两驱尊享版,丰田,唐山,17.8,26.99,1.78万,百公里内,2024,国6
丰田凌放 2022款 2.0L 两驱尊享版,丰田,唐山,17.8,26.99,1.78万,百公里内,2024,国6
本田奥德赛 2019款 2.0L E-CVT 锐·尊享版,本田,唐山,19.9,33.06,1.99万,4.79万公里,2020,国6
坦克300 2021款 城市版 2.0T 很有型,坦克,唐山,20.0,24.80,2.00万,0.40万公里,2023,国6
奔驰CLA级 2021款 CLA 200,奔驰,唐山,20.0,33.62,2.00万,1.07万公里,2021,国6
奥迪Q3 2024款 35 TFSI 时尚动感型,奥迪,唐山,21.0,33.18,2.10万,百公里内,2024,国6
宝马3系 2021款 320Li M运动套装,宝马,唐山,21.0,35.77,2.10万,4.97万公里,2021,国6
大众揽境 2021款 380TSI 四驱豪华佳境版Pro,大众,唐山,21.51,37.74,2.15万,6.51万公里,2021,国6
保时捷Macan 2017款 Macan 2.0T,保时捷,唐山,22.1,61.34,2.21万,9.80万公里,2017,国5
宝马3系GT 2020款 320i M运动曜夜版,宝马,唐山,22.5,43.61,2.25万,1.27万公里,2021,国6
雷克萨斯ES 2020款 300h 卓越版,雷克萨斯,唐山,25.8,41.91,2.58万,5.44万公里,2020,国6
宝马3系 2023款 325i M运动曜夜套装,宝马,唐山,25.98,38.09,2.60万,0.51万公里,2023,国6
雷克萨斯ES 2020款 300h 臻享版,雷克萨斯,唐山,26.6,44.34,2.66万,4.88万公里,2021,国6
丰田普拉多 2014款 4.0L V6 TX-L,丰田,唐山,28.6,63.97,2.86万,8.33万公里,2014,国5
奔驰C级 2024款 C 260 L,奔驰,唐山,30.0,39.50,3.00万,百公里内,2024,国6
奥迪A6L 2021款 45 TFSI 臻选动感型,奥迪,唐山,30.6,49.58,3.06万,2.58万公里,2021,国6
奥迪Q5L 2023款 40 TFSI 豪华动感型,奥迪,唐山,31.2,46.89,3.12万,0.38万公里,2023,国6
奥迪Q5L 2023款 40 TFSI 豪华动感型,奥迪,唐山,31.5,46.89,3.15万,百公里内,2024,国6
奥迪A6L 2023款 40 TFSI 豪华动感型,奥迪,唐山,35.8,47.82,3.58万,百公里内,2024,国6
丰田兰德酷路泽(进口) 2016款 4.0L 自动 4000 中东丐版,丰田,唐山,41.8,89.10,4.18万,11.15万公里,2016,国5
丰田普拉多 2018款 3.5L TX-L NAVI(后挂备胎),丰田,唐山,42.0,58.15,4.20万,7.53万公里,2019,国5
奔驰E级 2023款 改款 E 300 L 时尚型,奔驰,唐山,45.0,54.04,4.50万,1.08万公里,2023,国6
宝骏510 2017款 1.5L 手动 时尚版,宝骏,沧州,2.5,7.42,0,5.80万公里,2018,国5
大众捷达 2017款 1.4L 手动 时尚版,大众,沧州,3.2,9.31,0.32万,4.97万公里,2017,国5
smart forfour 2016款 0.9T 66千瓦先锋版,smart,沧州,5.2,17.13,0.52万,4.20万公里,2016,国5
大众高尔夫 2019款 280TSI 双离合 舒适型 国VI,大众,沧州,8.7,17.41,0.87万,4.09万公里,2019,国6
丰田C-HR 2021款 2.0L 舒适版,丰田,沧州,8.8,17.26,0.88万,1.75万公里,2021,国6
本田皓影 2021款 240TURBO CVT 两驱 智享版,本田,沧州,12.4,22.56,1.24万,2.82万公里,2021,国6
凯迪拉克XT5 2018款 25T 两驱 豪华型,凯迪拉克,沧州,14.33,43.62,1.43万,7.62万公里,2019,国5
凯迪拉克XT4 2021款 28T 两驱 领先型,凯迪拉克,沧州,14.93,32.51,1.49万,3.98万公里,2021,国6
广汽传祺 传祺M8 2021款 领秀系列 390T 尊贵版,广汽传祺,沧州,15.04,24.77,1.50万,2.76万公里,2020,国6
宝马X1 2021款 sDrive25Li 领先型,宝马,沧州,15.37,34.77,1.54万,3.11万公里,2020,国6
大众途观L 2022款 330TSI 两驱R-Line越享版,大众,沧州,15.9,27.44,1.59万,2.57万公里,2022,国6
福特锐界 2020款 EcoBoost 245 两驱 ST-Line 5座,福特,沧州,15.9,30.31,1.59万,6.36万公里,2020,国6
别克GL8 2020款 陆上公务舱 652T 豪华型,别克,沧州,16.41,29.09,1.64万,5.86万公里,2020,国6
别克昂科威 2022款 昂科威Plus 652T 两驱豪华型 5座,别克,沧州,17.15,28.44,1.72万,1.01万公里,2023,国6
奥迪Q3 2022款 35 TFSI 时尚动感型,奥迪,沧州,17.45,32.85,1.75万,1.60万公里,2022,国6
福特锐界 2021款 PLUS EcoBoost 245 两驱ST-Line 5座,福特,沧州,17.45,30.31,1.75万,2.38万公里,2021,国6
别克昂科威 2022款 昂科威Plus 652T 四驱豪华型 5座,别克,沧州,17.98,29.66,1.80万,0.93万公里,2022,国6
别克昂科威 2022款 改款 昂科威S GS 四驱运动型,别克,沧州,17.98,28.11,1.80万,3.49万公里,2021,国6
奔驰GLB 2021款 GLB 200 时尚型,奔驰,沧州,18.98,36.84,1.90万,3.39万公里,2020,国6
丰田普拉多 2018款 3.5L TX-L(后挂备胎),丰田,沧州,40.0,56.03,4.00万,7.80万公里,2019,国5
保时捷Panamera 2019款 Panamera 2.9T,保时捷,沧州,74.0,108.25,7.40万,2.58万公里,2021,国6
吉利汽车 吉利远景 2015款 1.5L 手动 精英型,吉利汽车,沧州,1.2,6.88,0,6.93万公里,2014,国5
北汽新能源EV 2016款 EV160 轻快版,北汽新能源,沧州,1.2,20.12,0,7.24万公里,2016,新能源
奔腾B50 2012款 1.6L 自动 天窗版,奔腾,沧州,1.2,12.39,0,9.61万公里,2012,国4
别克凯越 2015款 1.5L 手动 经典型,别克,沧州,1.4,10.08,0,5.12万公里,2016,国5
雪佛兰赛欧3 2015款 1.3L 手动 理想版,雪佛兰,沧州,1.68,7.43,0,2.14万公里,2015,国5
北汽新能源EV 2016款 EV160 轻快版,北汽新能源,沧州,1.8,20.12,0,5.89万公里,2017,新能源
雪佛兰科鲁兹 2015款 三厢 1.5L SE MT 经典版,雪佛兰,沧州,2.28,11.52,0,6.88万公里,2017,国5
东风风神 风神AX7 2015款 2.3L 自动 智尊型,东风风神,沧州,2.4,17.07,0,5.38万公里,2015,国5
现代途胜 2013款 2.0L 手动 两驱 时尚型,现代,沧州,2.4,19.25,0,7.80万公里,2014,国4
雪佛兰赛欧3 2018款 1.3L 手动 舒适版(天窗),雪佛兰,沧州,2.6,7.54,0.26万,2.90万公里,2018,国5
日产阳光 2015款 1.5XE CVT 精英版,日产,沧州,2.8,10.54,0.28万,4.25万公里,2015,国4
大众Polo 2014款 1.4L 手动 舒适版,大众,沧州,3.04,10.08,0.30万,6.56万公里,2015,国5
吉利汽车 吉利帝豪GS 2016款 优雅版 1.8L 双离合 领尚版,吉利汽车,沧州,3.12,10.74,0.31万,7.24万公里,2017,国5
大众Polo 2016款 1.4L 手动 风尚版,大众,沧州,3.36,8.87,0.34万,3.36万公里,2017,国5
别克英朗 2016款 15N 自动 精英版,别克,沧州,3.6,14.50,0.36万,2.50万公里,2016,国5
宝骏530 2019款 1.5T CVT 精英型 5座 国VI,宝骏,沧州,3.7,10.40,0.37万,5.30万公里,2019,国6
大众桑塔纳 2016款 1.6L 手动 风尚版,大众,沧州,3.74,10.41,0.37万,7.53万公里,2018,国5
丰田威驰 2019款 1.5L 手动 创行版,丰田,沧州,4.2,9.08,0.42万,5.51万公里,2020,国6
大众Polo 2016款 1.6L 自动 舒适版,大众,沧州,4.3,11.96,0.43万,2.71万公里,2016,国5
五菱汽车 五菱宏光 2021款 1.5L S基本型LAR,五菱汽车,沧州,4.5,6.43,0.45万,2.02万公里,2023,国6
现代朗动 2016款 1.6L 手自一体 尊贵版,现代,沧州,4.54,14.60,0.45万,7.23万公里,2016,国5
名爵MG5 2021款 180DVVT 手动青春豪华版,名爵,沧州,4.7,8.53,0.47万,0.78万公里,2023,国6
吉利汽车 吉利博越 2018款 运动版 1.8TD 手自一体 两驱 智尊版,吉利汽车,沧州,4.7,17.48,0.47万,9.36万公里,2018,国5
东风风行菱智 2020款 M5L 1.6L 手动 舒适型 9座,东风风行,沧州,5.18,9.77,0.52万,0.40万公里,2021,国6
Jeep自由侠 2016款 1.4T 自动 智能版,Jeep,沧州,5.46,20.24,0.55万,5.01万公里,2017,国5
长安CS75 2021款 荣耀百万版 280T 手动 精英型,长安,沧州,5.6,11.96,0.56万,2.40万公里,2021,国6
哈弗M6 2021款 PLUS 1.5T 双离合智享型,哈弗,沧州,5.8,10.31,0.58万,1.14万公里,2022,国6
大众高尔夫 2016款 1.4TSI 自动豪华型,大众,沧州,5.8,18.82,0.58万,6.31万公里,2016,国5
日产蓝鸟 2019款 1.6L CVT 智联智酷版,日产,沧州,5.83,15.06,0.58万,7.48万公里,2019,国6
现代途胜 2015款 1.6T 双离合 两驱 智能版,现代,沧州,5.9,20.36,0.59万,4.29万公里,2016,国5
日产逍客 2016款 2.0L XL CVT 精英版,日产,沧州,6.0,17.37,0.60万,5.01万公里,2016,国5
比亚迪海鸥 2023款 305km 自由版,比亚迪,沧州,6.1,9.17,0.61万,0.34万公里,2023,新能源
丰田雷凌 2021款 1.5L CVT 领先版,丰田,沧州,6.1,13.61,0.61万,3.24万公里,2022,国6
比亚迪元Pro 2021款 401km 豪华型,比亚迪,沧州,6.72,12.49,0.67万,1.76万公里,2022,新能源
吉利汽车 吉利星越 2019款 350T 手自一体 两驱 耀星者,吉利汽车,沧州,6.8,18.81,0.68万,4.76万公里,2019,国6
马自达3 昂克赛拉 2017款 两厢 2.0L 手自一体 豪华版 国V,马自达,沧州,6.9,17.05,0.69万,2.47万公里,2019,国5
捷达VS7 2020款 280TSI 手自一体 悦享型,捷达,沧州,7.0,14.49,0.70万,2.99万公里,2021,国6
大众途观 2016款 300TSI 手自一体 两驱 豪华版,大众,沧州,7.0,29.20,0.70万,7.35万公里,2016,国5
日产逍客 2017款 2.0L CVT 智享版 国V,日产,沧州,7.1,17.93,0.71万,6.53万公里,2018,国5
长安UNI-T 2021款 1.5T 双离合 卓越型,长安,沧州,7.3,13.29,0.73万,3.37万公里,2021,国6
长城炮 2021款 商用版 2.0T 自动两驱大双精英型 柴油,长城,沧州,7.5,13.62,0.75万,4.90万公里,2022,国6
日产轩逸 2021款 1.6XL CVT 悦享版,日产,沧州,7.6,14.84,0.76万,3.23万公里,2021,国6
凯迪拉克XTS 2015款 28T 精英型,凯迪拉克,沧州,7.7,41.41,0.77万,9.40万公里,2016,国5
大众探歌 2018款 280TSI 双离合 两驱 进取型 国V,大众,沧州,7.8,18.25,0.78万,9.07万公里,2019,国5
大众高尔夫 2019款 280TSI 双离合 舒适型 国VI,大众,沧州,8.1,17.41,0.81万,8.35万公里,2019,国6
欧拉好猫 2023款 401km 豪华型,欧拉,沧州,8.3,15.92,0.83万,0.62万公里,2023,新能源
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,沧州,8.6,30.75,0.86万,6.91万公里,2017,国5
北京BJ40 2018款 2.3T 手自一体 四驱 环塔冠军版 国V,北京,沧州,8.68,22.61,0.87万,8.36万公里,2018,国5
哈弗大狗 2021款 1.5T 两驱边牧版,哈弗,沧州,8.77,15.50,0.88万,3.99万公里,2021,国6
本田思域 2019款 220TURBO CVT 劲动版 国VI,本田,沧州,8.89,15.94,0.89万,3.71万公里,2021,国6
大众迈腾 2017款 330TSI 双离合 领先版,大众,沧州,8.9,24.79,0.89万,6.91万公里,2017,国5
北京BJ40 2018款 BJ40 PLUS 2.3T 手自一体 四驱 旗舰版 国V,北京,沧州,9.08,21.51,0.91万,2.44万公里,2018,国5
福特蒙迪欧 2020款 EcoBoost 180 时尚型,福特,沧州,9.65,21.79,0.97万,8.02万公里,2021,国6
奥迪A3 2020款 Limousine 35 TFSI 进取型,奥迪,沧州,9.83,22.06,0.98万,2.30万公里,2020,国6
哈弗H6 2021款 第三代 2.0T 四驱Supreme+,哈弗,沧州,9.88,17.84,0.99万,2.43万公里,2021,国6
现代索纳塔 2020款 380TGDi GS 手自一体 智享版,现代,沧州,9.88,20.80,0.99万,5.12万公里,2020,国6
日产天籁 2021款 2.0L XL 舒适版,日产,沧州,10.17,21.24,1.02万,6.82万公里,2021,国6
红旗HS5 2019款 2.0T 手自一体 两驱 智联旗悦版,红旗,沧州,10.3,20.80,1.03万,3.39万公里,2022,国6
大众高尔夫 2021款 280TSI 双离合 Pro型,大众,沧州,10.76,17.04,1.08万,3.33万公里,2021,国6
零跑汽车 零跑C11 纯电动 2021款 改款 510km 豪华版 磷酸铁锂,零跑汽车,沧州,11.4,21.00,1.14万,2.15万公里,2022,新能源
大众途安L 2021款 280TSI 拓界版 6座,大众,沧州,11.8,20.23,1.18万,3.01万公里,2021,国6
宝马1系 2021款 改款 120i M运动曜夜版,宝马,沧州,11.9,25.55,1.19万,5.32万公里,2021,国6
别克君越 2020款 652T 豪华型,别克,沧州,12.07,26.99,1.21万,7.44万公里,2020,国6
大众凌渡 2023款 凌渡L 280TSI 酷辣版,大众,沧州,12.66,19.37,1.27万,3.19万公里,2023,国6
别克君越 2019款 28T 豪华版,别克,沧州,12.66,26.99,1.27万,5.78万公里,2019,国6
上汽大通MAXUS大通G20 2021款 改款 PLUS 2.0T 自动豪华版 汽油,上汽大通MAXUS,沧州,13.2,21.13,1.32万,2.99万公里,2022,国6
别克君越 2021款 652T 豪华型,别克,沧州,13.29,26.99,1.33万,5.08万公里,2021,国6
大众途观L 2022款 330TSI 两驱智享版,大众,沧州,13.58,26.55,1.36万,10.32万公里,2022,国6
大众探岳 2021款 330TSI 两驱3周年限量版,大众,沧州,13.6,24.24,1.36万,4.06万公里,2022,国6
大众帕萨特 2020款 改款 280TSI 双离合 商务版 国VI,大众,沧州,13.9,21.03,1.39万,0.68万公里,2024,国6
本田雅阁 2022款 260TURBO 豪华版,本田,沧州,14.23,21.79,1.42万,1.20万公里,2022,国6
大众探岳 2023款 300TSI 两驱豪华Plus进阶版,大众,沧州,14.4,23.46,1.44万,2.16万公里,2023,国6
日产奇骏 2023款 经典 2.0L 两驱智联臻享版 5座,日产,沧州,14.89,21.80,1.49万,0.25万公里,2024,国6
福特金牛座 2019款 EcoBoost 245 尊享版,福特,沧州,15.17,28.00,1.52万,7.52万公里,2021,国6
大众途岳 2023款 330TSI 四驱月尊版,大众,沧州,15.4,24.43,1.54万,0.94万公里,2023,国6
别克君越 2022款 652T 豪华型,别克,沧州,15.83,26.99,1.58万,3.43万公里,2022,国6
广汽传祺 传祺M8 2021款 领秀系列 390T 尊贵版,广汽传祺,沧州,15.9,24.77,1.59万,1.41万公里,2022,国6
广汽传祺 传祺M8 2021款 领秀系列 390T 尊贵版,广汽传祺,沧州,15.9,24.77,1.59万,2.37万公里,2022,国6
红旗H9 2020款 2.0T 智联旗享版,红旗,沧州,19.29,36.98,1.93万,3.67万公里,2021,国6
坦克300 2023款 越野版 2.0T 征服者,坦克,沧州,19.4,24.34,1.94万,1.64万公里,2023,国6
大众途观L 2024款 330TSI 两驱R-Line越享版 5座,大众,沧州,19.5,26.68,1.95万,1.16万公里,2024,国6
奥迪A4L 2022款 40 TFSI 时尚动感型,奥迪,沧州,20.12,36.09,2.01万,1.50万公里,2022,国6
奔驰A级 2023款 A 200 L 时尚型,奔驰,沧州,20.6,30.57,2.06万,0.12万公里,2023,国6
奔驰A级 2023款 A 200 L 时尚型,奔驰,沧州,20.9,30.57,2.09万,1.21万公里,2023,国6
奔驰A级 2023款 A 200 L 时尚型,奔驰,沧州,21.68,30.57,2.17万,0.41万公里,2024,国6
雷克萨斯ES 2021款 200 CVT卓越版,雷克萨斯,沧州,22.4,33.09,2.24万,2.66万公里,2022,国6
奔驰GLC 2019款 GLC 200 L 4MATIC,奔驰,沧州,22.55,43.72,2.26万,6.85万公里,2019,国6
特斯拉Model 3 2023款 606km 后轮驱动版,特斯拉,沧州,22.6,26.10,2.26万,0.08万公里,2024,新能源
丰田汉兰达 2022款 380T 四驱尊贵版 7座,丰田,沧州,25.5,36.51,2.55万,2.38万公里,2022,国6
坦克400新能源 2023款 2.0T 105km 超能版,坦克,沧州,26.58,32.52,2.66万,0.81万公里,2023,国6
奔驰C级 2023款 C 260 L 运动版,奔驰,沧州,27.4,39.59,2.74万,2.49万公里,2023,国6
丰田汉兰达 2022款 双擎 2.5L 四驱至尊版 7座,丰田,沧州,27.58,39.10,2.76万,3.30万公里,2023,国6
奥迪Q5L 2023款 40 TFSI 豪华动感型,奥迪,沧州,27.6,46.89,2.76万,1.10万公里,2023,国6
奥迪A6L 2021款 40 TFSI 豪华致雅型,奥迪,沧州,28.79,46.93,2.88万,3.11万公里,2022,国6
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,奔驰,沧州,29.83,44.50,2.98万,3.70万公里,2021,国6
奔驰威霆 2021款 2.0T 商务版 7座,奔驰,沧州,30.8,38.94,3.08万,3.27万公里,2022,国6
奔驰C级 2023款 改款二 C 260 L 运动版,奔驰,沧州,30.98,39.40,3.10万,0.34万公里,2023,国6
奔驰GLC 2022款 改款 GLC 300 L 4MATIC 动感型,奔驰,沧州,31.78,49.52,3.18万,4.60万公里,2021,国6
玛莎拉蒂Levante 2016款 3.0T美规版,玛莎拉蒂,沧州,31.88,109.03,3.19万,9.95万公里,2017,
丰田赛那 2021款 2.5L 混动 至尊版,丰田,沧州,33.98,42.52,3.40万,3.62万公里,2023,国6
奥迪A6L 2022款 45 TFSI quattro 臻选动感型,奥迪,沧州,34.73,52.35,3.47万,3.43万公里,2022,国6
奔驰V级 2021款 V 260 尊贵版,奔驰,沧州,35.5,65.36,3.55万,7.80万公里,2021,国6
奔驰GLC 2022款 GLC 300 L 4MATIC 动感型臻藏版,奔驰,沧州,36.29,50.80,3.63万,1.94万公里,2023,国6
奔驰GLC 2022款 改款二 GLC 300 L 4MATIC 豪华型,奔驰,沧州,37.8,53.23,3.78万,3.91万公里,2023,国6
宝马6系GT 2021款 改款 630i M运动套装,宝马,沧州,37.8,69.51,3.78万,3.93万公里,2022,国6
宝马X5 2023款 xDrive30Li 尊享型M运动曜夜套装,宝马,沧州,59.38,71.85,5.94万,0.56万公里,2024,国6
北京汽车E系列 2012款 两厢 1.3L 乐天手动版,北京汽车,石家庄,0.59,6.98,0,4.18万公里,2014,国4
大众桑塔纳 2016款 1.6L 手动 风尚版,大众,石家庄,3.84,10.41,0.38万,2.07万公里,2018,国5
吉利汽车 吉利博越 2021款 百万款 1.8TD 手动 两驱 标准型,吉利汽车,石家庄,4.8,10.30,0.48万,2.57万公里,2021,国6
荣威RX5 2020款 20T 双离合 两驱 4G互联百万款,荣威,石家庄,5.8,13.72,0.58万,4.33万公里,2021,国6
广汽传祺影豹 2021款 270T 双离合J11版,广汽传祺,石家庄,6.96,12.41,0.70万,1.75万公里,2021,国6
丰田雷凌 2021款 双擎 1.8L E-CVT 豪华版,丰田,石家庄,9.3,16.27,0.93万,3.90万公里,2023,国6
比亚迪宋Pro新能源 2022款 DM-i 1.5L 110KM 旗舰型,比亚迪,石家庄,10.2,17.92,1.02万,3.70万公里,2023,国6
比亚迪元PLUS 2023款 冠军版 430km 超越型,比亚迪,石家庄,11.4,16.25,1.14万,0.68万公里,2024,新能源
本田冠道 2017款 240TURBO CVT 两驱 尊享版 国V,本田,石家庄,12.7,29.64,1.27万,7.10万公里,2018,国5
三菱欧蓝德 2021款 2.4L 四驱致享版 7座,三菱,石家庄,12.8,22.50,1.28万,3.85万公里,2022,国6
荣威iMAX8 2021款 2.0T 手自一体 Supreme系列尊荣版,荣威,石家庄,14.5,25.22,1.45万,3.16万公里,2022,国6
红旗HS5 2022款 2.0T 手自一体 四驱 智联旗享版,红旗,石家庄,14.55,24.12,1.46万,1.38万公里,2023,国6
宝马3系 2018款 320Li 2.0T 手自一体 M运动曜夜版,宝马,石家庄,15.8,41.07,1.58万,3.89万公里,2018,国5
大众途观L 2022款 330TSI 两驱R-Line越享版,大众,石家庄,15.9,27.44,1.59万,1.64万公里,2022,国6
奔驰E级 2023款 E 300 L 时尚型,奔驰,石家庄,43.0,54.04,4.30万,0.41万公里,2023,国6
猎豹汽车 猎豹CS10 2017款 2.0T 双离合 豪华版,猎豹汽车,石家庄,2.52,14.83,0.25万,4.86万公里,2017,国5
观致5 2017款 1.6T 双离合 领先版,观致,石家庄,3.0,18.15,0.30万,8.19万公里,2017,国5
五菱汽车 五菱宏光MINIEV 2022款 GAMEBOY 200km 玩乐款 磷酸铁锂,五菱汽车,石家庄,3.68,6.63,0.37万,1.94万公里,2023,新能源
大众桑塔纳 2019款 1.5L 手动 风尚版 国VI,大众,石家庄,3.93,10.08,0.39万,5.75万公里,2020,国6
长安欧尚奔奔E-Star 2020款 心动版 磷酸铁锂 31.95kWh,长安欧尚,石家庄,4.08,8.18,0.41万,4.01万公里,2022,新能源
吉利汽车 吉利远景X3 2020款 1.5L CVT 尊贵型,吉利汽车,石家庄,4.18,8.09,0.42万,4.19万公里,2020,国6
五菱汽车 五菱星驰 2022款 1.5L 手动自在型,五菱汽车,石家庄,4.32,7.97,0.43万,0.18万公里,2023,国6
哈弗H4 2019款 1.5GDIT 双离合 豪华智联版 国VI,哈弗,石家庄,4.56,12.08,0.46万,6.81万公里,2019,国6
荣威i5 2021款 1.5L CVT铂金版,荣威,石家庄,4.77,9.31,0.48万,1.93万公里,2022,国6
大众蔚领 2017款 1.4T 手动 舒适版,大众,石家庄,4.8,15.39,0.48万,4.99万公里,2017,国5
江淮瑞风 瑞风M3 2019款 宜家版 1.8L 豪华型 7座 国VI,江淮瑞风,石家庄,4.8,9.53,0.48万,6.72万公里,2020,国6
长安逸动 2021款 PLUS 蓝鲸NE 1.4T GDI 双离合 尊贵版,长安,石家庄,5.4,10.86,0.54万,2.14万公里,2021,国6
大众Polo 2018款 Cross 1.5L 手自一体,大众,石家庄,5.42,13.18,0.54万,3.94万公里,2018,国5
大众高尔夫 2014款 1.4TSI 自动豪华型,大众,石家庄,5.8,18.82,0.58万,8.20万公里,2014,国5
本田凌派 2019款 180Turbo CVT豪华版 国VI,本田,石家庄,5.89,13.71,0.59万,4.82万公里,2020,国6
本田飞度 2021款 1.5L 潮享版,本田,石家庄,6.3,10.07,0.63万,2.86万公里,2022,国6
沃尔沃XC60(进口) 2014款 2.0T T5 改款 智逸版,沃尔沃,石家庄,6.36,47.38,0.64万,11.46万公里,2014,国5
吉利汽车 吉利缤越 2021款 240T 双离合钻石版,吉利汽车,石家庄,6.48,11.18,0.65万,1.70万公里,2021,国6
大众迈腾 2016款 1.8T 手自一体 智享舒适型,大众,石家庄,7.05,24.01,0.71万,7.61万公里,2016,国5
大众朗逸 2019款 1.5L 手自一体 视野版 国VI,大众,石家庄,7.1,15.61,0.71万,3.92万公里,2020,国6
别克昂科威 2017款 28T 双离合 四驱 精英版,别克,石家庄,7.44,30.32,0.74万,8.77万公里,2016,国5
领克03 2019款 1.5TD 双离合 劲Pro 国VI,领克,石家庄,7.5,16.93,0.75万,6.07万公里,2019,国6
吉利汽车 吉利星瑞 2021款 2.0T 豪华型,吉利汽车,石家庄,7.57,14.16,0.76万,1.47万公里,2021,国6
现代ix25 2020款 1.5L CVT 智能型,现代,石家庄,7.68,13.72,0.77万,4.77万公里,2021,国6
领克02 2019款 1.5TD 双离合 两驱 劲Pro 国VI,领克,石家庄,7.78,17.04,0.78万,2.36万公里,2019,国6
三菱欧蓝德 2016款 2.4L CVT 四驱 精英版 5座,三菱,石家庄,7.8,21.51,0.78万,6.65万公里,2017,国5
斯巴鲁翼豹 2008款 WRX 2.5T,斯巴鲁,石家庄,7.9,38.12,0.79万,9.80万公里,2011,国4
领克06 2020款 1.5T 耀Halo,领克,石家庄,8.09,15.80,0.81万,3.94万公里,2021,国6
吉利汽车 吉利博越 2022款 1.8TD 双离合 智雅型,吉利汽车,石家庄,8.58,12.95,0.86万,0.75万公里,2023,国6
长安CS75PLUS 2021款 1.5T 手自一体 尊贵型,长安,石家庄,8.72,15.06,0.87万,1.52万公里,2021,国6
吉利汽车 吉利博越 2023款 博越COOL 1.5T 智慧型,吉利汽车,石家庄,9.1,13.28,0.91万,0.54万公里,2023,国6
本田XR-V 2020款 220TURBO CVT 豪华版,本田,石家庄,9.12,18.04,0.91万,3.24万公里,2020,国6
奥迪A3 2019款 Sportback 35TFSI 进取版 国VI,奥迪,石家庄,9.77,21.33,0.98万,1.81万公里,2019,国6
三菱欧蓝德 2020款 2.4L CVT 四驱 致享版 5座,三菱,石家庄,9.9,22.06,0.99万,5.61万公里,2020,国6
路虎揽胜极光 2015款 2.0T 5门 智耀版,路虎,石家庄,10.17,52.26,1.02万,9.97万公里,2016,国5
大众探歌 2021款 280TSI 双离合 两驱 舒享智联版,大众,石家庄,10.49,19.19,1.05万,2.51万公里,2022,国6
奔驰B级 2017款 B 200 动感版,奔驰,石家庄,10.8,27.43,1.08万,3.82万公里,2018,国5
宝马1系 2022款 120i M运动版,宝马,石家庄,12.25,23.23,1.23万,1.89万公里,2022,国6
丰田凯美瑞 2019款 改款 2.0G 豪华版,丰田,石家庄,12.4,22.57,1.24万,2.79万公里,2020,国6
