标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
宝马5系 2010款 520Li 豪华型,宝马,惠州,.,.,0.0, .,2010,N/A
奥迪S8 2013款 S8 4.0TFSI quattro,奥迪,深圳,.,.,0.0, .,2013,N/A
埃尔法 2015款 3.5L 尊贵版,丰田,北京,.,.,0.0, .,2015,N/A
帕萨特 2014款 1.8TSI DSG尊荣版,大众,,.,.,0.0, .,2014,N/A
中华V3 2015款 1.5L 自动智能型,中华,惠州,.,.,0.0, .,2015,N/A
远程E5 2019款 E5L 纯电动厢式运输车宁德41.86kWh,远程汽车,武汉,.,.,0.0, .,2019,N/A
菲斯塔 2019款 280TGDi 运动版 国V,现代,,.,.,0.0, .,2019,N/A
帕萨特 2017款 330TSI DSG尊荣版,大众,,.,.,0.0, .,2017,N/A
驭胜S350 2017款 2.0T 自动两驱柴油豪华天窗版5座,驭胜,济南,.,.,0.0, .,2017,N/A
北京BJ40 2021款 2.0D 自动四驱刀锋英雄版侠客型,北京,哈滨,.,.,0.0, .,2021,N/A
伊兰特 2022款 1.5L CVT LUX黑骑士限量版,现代,,.,.,0.0, .,2022,N/A
东风风神A60 2016款 1.5L 手动尊贵型,东风风神,惠州,.,.,0.0, .,2016,N/A
宝马1系 2019款 118i M运动套装,宝马,贵港,.,.,0.0, .,2019,N/A
宝马4系 2017款 425i Gran Coupe 领先型M运动套装,宝马,嘉兴,.,.,0.0, .,2017,N/A
Model 3 2020款 标准续航后驱升级版,特斯拉,漳州,.,.,0.0, .,2020,N/A
朗逸 2019款 280TSI DSG舒适版 国VI,大众,贵港,.,.,0.0, ,2019,N/A
奔驰C级 2018款 C 180 L 时尚型运动版,奔驰,银川,.,.,0.0, .,2018,N/A
理想ONE 2021款 增程6座版,理想汽车,,.,.,0.0, .,2021,N/A
Model Y 2021款 标准续航后轮驱动版,特斯拉,漳州,.,.,0.0, .,2021,N/A
哪吒V 2021款 长续航娱乐版升级型,哪吒汽车,贵港,.,.,0.0, ,2021,N/A
飞度 2021款 1.5L CVT潮跑Pro版,本田,庆,.,.,0.0, ,2021,N/A
奔驰V级 2018款 V 260 L 尊贵加长版 国VI,奔驰,佛,.,.,0.0, ,2018,N/A
卡罗拉双擎E+ 2019款 1.8L 先锋版,丰田,春,.,.,0.0, .,2019,N/A
蒙迪欧 2013款 2.0L GTDi200豪华型,福特,福州,.,.,0.0, .,2013,N/A
奥迪Q7 2016款 45 TFSI S line尊贵型,奥迪,昆,.,.,0.0, .,2016,N/A
奥迪A4(进口) 2013款 40 TFSI allroad quattro 豪华型,奥迪,青岛,.,.,0.0, .,2013,N/A
ID.4 CROZZ 2022款 长续航Lite PRO版,大众,沙,.,.,0.0, .,2022,N/A
大众CC 2018款 1.8TSI 豪华型,大众,,.,.,0.0, .,2018,N/A
速腾 2018款 1.6L 自动时尚型,大众,春,.,.,0.0, .,2018,N/A
君越 2010款 2.4L雅致版,别克,苏州,.,.,0.0, ,2010,N/A
大通G20 2020款 2.0T汽油 自动智尊版 国VI,上汽大通MAXUS,沙,.,.,0.0, .,2020,N/A
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 进取型,奥迪,北京,.,.,0.0, .,2018,N/A
雅力士 2011款 1.6E 自动魅动版,丰田,汕,.,.,0.0, .,2011,N/A
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,奥迪,北京,.,.,0.0, .,2018,N/A
宝马M3 2013款 M3敞篷轿跑车磨砂限量版,宝马,青岛,.,.,0.0, .,2013,N/A
昂科威 2022款 昂科威S GS 四驱运动型,别克,沙,.,.,0.0, .,2022,N/A
卡罗拉 2021款 1.2T S-CVT豪华版,丰田,乌鲁木齐,.,.,0.0, .,2021,N/A
奔驰E级(进口) 2009款 E 300 时尚型,奔驰,汕,.,.,0.0, .,2009,N/A
传祺GS5 2014款 2.0L 自动两驱超享版,广汽传祺,汕,.,.,0.0, ,2014,N/A
大众CC 2016款 300TSI 25周年纪念版,大众,青岛,.,.,0.0, .,2016,N/A
奥迪A6L 2012款 TFSI 标准型,奥迪,沈阳,.,.,0.0, ,2012,N/A
奥迪A8 2019款 Plus A8L 50 TFSI quattro 豪华型,奥迪,南京,.,.,0.0, .,2019,N/A
君越 2021款 652T 豪华型,别克,石庄,.,.,0.0, .,2021,N/A
缤智 2020款 1.5L CVT精英版,本田,松,.,.,0.0, .,2020,N/A
缤智 2020款 1.5L CVT精英版,本田,松原,7.98万,13.38万,0.0, 4.30万公里,2020,N/A
长安CS75 2014款 2.0L 手动豪华型 国IV,长安,合肥,2.88万,11.78万,0.0, 9万公里,2014,N/A
奔驰S级 2010款 S 300 L 豪华型,奔驰,长沙,15.68万,110.80万,0.0, 18万公里,2010,N/A
荣威ei6 2017款 45T 混动互联智享版,荣威,上海,6.98万,20.18万,0.0, 10万公里,2017,N/A
奔驰GLK级 2014款 GLK 200 标准型,奔驰,苏州,13.50万,37.80万,0.0, 12万公里,2014,N/A
AION Y 2022款 70 乐享版 磷酸铁锂,埃安,广州,9.98万,13.76万,0.0, 2.90万公里,2022,N/A
科鲁兹 2011款 1.6L SE MT 变形金刚版,雪佛兰,上海,1.08万,12.39万,0.0, 10万公里,2011,N/A
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,奥迪,重庆,14.80万,30.70万,0.0, 6万公里,2018,N/A
荣威Marvel X 2018款 后驱版,荣威,青岛,10.68万,26.88万,0.0, 2万公里,2018,N/A
DS 4S 2016款 1.6T 自动智享版THP160,DS,重庆,5.38万,18.79万,0.0, 9万公里,2016,N/A
比亚迪S7 2015款 2.0T 自动旗舰型,比亚迪,重庆,2.49万,13.99万,0.0, 13.30万公里,2015,N/A
福克斯 2012款 两厢经典 1.8L 自动时尚型,福特,上海,2.20万,12.38万,0.0, 10万公里,2012,N/A
奔驰GLC 2017款 GLC 200 4MATIC,奔驰,嘉兴,18.80万,39.60万,0.0, 7.70万公里,2017,N/A
宝马1系 2021款 120i M运动曜夜版,宝马,石家庄,13.50万,22.68万,0.0, 2.10万公里,2021,N/A
雷克萨斯IS 2015款 200t F SPORT,雷克萨斯,嘉兴,16.58万,36.90万,0.0, 5.60万公里,2015,N/A
理想ONE 2020款 增程6座版,理想汽车,青岛,21.98万,32.80万,0.0, 2.20万公里,2020,N/A
小鹏G3 2021款 G3i 520G,小鹏汽车,重庆,10.88万,18.19万,0.0, 2.10万公里,2021,N/A
奔驰A级 2021款 A 180 L 运动轿车,奔驰,沈阳,14.50万,23.28万,0.0, 6.30万公里,2021,N/A
保时捷718 2020款 Boxster 2.0T,保时捷,成都,50.80万,56.50万,0.0, 6万公里,2020,N/A
福瑞迪 2009款 1.6L MT GL,起亚,北京,1.45万,9.88万,0.0, 15万公里,2009,N/A
昂科威 2018款 20T 两驱领先型,别克,石家庄,11.30万,21.99万,0.0, 5.70万公里,2018,N/A
传祺M8 2021款 大师系列 390T 至尊版,广汽传祺,东莞,18.89万,25.28万,0.0, 5.60万公里,2021,N/A
宝马3系 2018款 320Li 时尚型,宝马,佛山,15.38万,32.38万,0.0, 9.80万公里,2018,N/A
奥迪A4L 2020款 45 TFSI quattro 臻选动感型,奥迪,成都,26.98万,39.68万,0.0, 0.01万公里,2020,N/A
RAV4荣放 2016款 2.0L CVT两驱风尚版,丰田,龙岩,10.58万,19.68万,0.0, 9.60万公里,2016,N/A
奔驰GLC 2017款 GLC 260 4MATIC 动感型,奔驰,龙岩,20.80万,42.90万,0.0, 13.30万公里,2017,N/A
宝马3系 2021款 330i M运动曜夜套装,宝马,烟台,23.80万,37.99万,0.0, 9.99万公里,2021,N/A
FORESTER森林人 2016款 2.0i 豪华导航版,斯巴鲁,嘉兴,9.98万,23.98万,0.0, 11.90万公里,2016,N/A
起亚K3 2016款 1.6L 自动GLS,起亚,常州,4.98万,11.88万,0.0, 9.10万公里,2016,N/A
奥迪Q3 2019款 35 TFSI 时尚致雅型,奥迪,南阳,15.98万,28.68万,0.0, 5.32万公里,2019,N/A
宝马i3 2022款 eDrive 35 L,宝马,兰州,21.80万,35.39万,0.0, 1.10万公里,2022,N/A
速腾 2021款 280TSI DSG舒适智联版,大众,常州,11.58万,16.29万,0.0, 3.20万公里,2021,N/A
奥迪Q5L 2022款 45T 豪华动感型,奥迪,兰州,35.98万,45.02万,0.0, 0.90万公里,2022,N/A
英朗 2015款 18T 双离合运动旗舰型,别克,苏州,3.58万,15.99万,0.0, 8.40万公里,2015,N/A
狮跑 2009款 2.0L 手动两驱版GL,起亚,重庆,1.68万,15.98万,0.0, 13.60万公里,2009,N/A
奔驰E级 2019款 E 300 L 运动时尚型,奔驰,东莞,29.28万,46.58万,0.0, 7.80万公里,2019,N/A
奔驰GLA 2019款 GLA 200 时尚型,奔驰,广州,13.88万,28.28万,0.0, 7.40万公里,2019,N/A
Cayenne 2015款 Cayenne 3.0T,保时捷,宁波,33.58万,97.20万,0.0, 11.21万公里,2015,N/A
凯美瑞 2019款 2.0G 豪华版 国VI,丰田,绍兴,13.80万,19.98万,0.0, 6.54万公里,2019,N/A
宝骏530 2019款 1.5T CVT尊贵型 国V,宝骏,沈阳,4.88万,10.28万,0.0, 9万公里,2019,N/A
宝马X3 2021款 xDrive28i M运动套装,宝马,石家庄,28.90万,42.58万,0.0, 2.60万公里,2021,N/A
发现 2014款 3.0 V6 SC SE,路虎,上海,36.99万,82.80万,0.0, 9.98万公里,2014,N/A
MINI 2020款 1.5T COOPER 艺术家,MINI,杭州,15.80万,24.78万,0.0, 6.50万公里,2020,N/A
途乐 2019款 4.0L 自动 四驱 7座 平行进口,日产,济南,28.48万,暂无报价,0.0, 10万公里,2019,N/A
迈锐宝 2013款 1.6T 自动舒适版,雪佛兰,广州,3.20万,18.19万,0.0, 9.70万公里,2013,N/A
标致308 2016款 1.6L 自动时尚版,标致,大连,4.90万,11.27万,0.0, 5万公里,2016,N/A
悦动 2008款 1.8L MT GLS,现代,北京,1.16万,12.18万,0.0, 10.30万公里,2008,N/A
科鲁兹 2013款 1.6L SL天地版 AT,雪佛兰,武汉,1.80万,12.79万,0.0, 7.30万公里,2013,N/A
奔驰GLC 2018款 GLC 300 4MATIC 动感型,奔驰,大连,23.50万,49.20万,0.0, 12万公里,2018,N/A
英菲尼迪FX 2009款 FX35 标准版,英菲尼迪,武汉,8.99万,77.50万,0.0, 13.70万公里,2009,N/A
发现神行 2017款 2.0T SE,路虎,武汉,13.98万,40.80万,0.0, 7万公里,2017,N/A
名图 2014款 1.8L 自动智能型GLS,现代,武汉,4.98万,14.98万,0.0, 7.90万公里,2014,N/A
蓝鸟 2016款 1.6L CVT智酷版,日产,武汉,5.68万,13.19万,0.0, 7万公里,2016,N/A
朗动 2016款 1.6L 自动尊贵型,现代,大连,5.50万,12.78万,0.0, 6万公里,2016,N/A
雷克萨斯LX 2020款 5.7L 平行进口,雷克萨斯,成都,190.80万,暂无报价,0.0, 2.10万公里,2020,N/A
奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V,奥迪,绍兴,10.88万,21.28万,0.0, 4.70万公里,2019,N/A
揽胜运动版 2011款 5.0 V8 NA HSE,路虎,沈阳,16.00万,141.80万,0.0, 13.50万公里,2011,N/A
逍客 2012款 2.0XV 雷 CVT 2WD,日产,常州,3.99万,18.08万,0.0, 12.90万公里,2012,N/A
马自达6 2013款 2.0L 自动时尚型,马自达,常州,3.50万,14.78万,0.0, 14.50万公里,2013,N/A
哈弗H6 2017款 红标 1.5T 自动两驱智尚型,哈弗,沈阳,5.68万,13.30万,0.0, 6.90万公里,2017,N/A
哈弗H6 2017款 红标 1.5T 自动两驱智尚型,哈弗,沈阳,5.68万,13.30万,0.0, 6.90万公里,2017,N/A
荣威360 2015款 1.5L 自动豪华版,荣威,重庆,3.18万,8.99万,0.0, 7万公里,2015,N/A
YARiS L 致享 2017款 1.5E CVT魅动版,丰田,沈阳,5.18万,8.78万,0.0, 5.82万公里,2017,N/A
途昂X 2020款 改款 330TSI 两驱尊崇豪华版,大众,韶关,19.58万,31.99万,0.0, 4.50万公里,2020,N/A
奥德赛 2018款 2.4L 豪华版,本田,武汉,14.88万,24.98万,0.0, 9万公里,2018,N/A
奔腾B70 2023款 第三代 1.5T 自动悦享型70周年纪念版,奔腾,常州,8.60万,11.59万,0.0, 0.01万公里,2023,N/A
途达 2020款 2.5L 自动四驱豪华版,日产,大连,15.98万,22.83万,0.0, 2万公里,2020,N/A
DS 5 2014款 1.6T 卓越版THP160,DS,苏州,4.28万,28.19万,0.0, 8万公里,2014,N/A
骏行 2022款 基本型,国金汽车,合肥,10.53万,15.98万,0.0, 0.10万公里,2022,N/A
MINI 2018款 1.5T ONE PLUS,MINI,杭州,11.50万,20.18万,0.0, 3万公里,2018,N/A
保时捷911 2013款 Carrera 4S 3.8L,保时捷,苏州,59.99万,155.10万,0.0, 9.80万公里,2013,N/A
威虎 2018款 2.5T越野版柴油国V两驱豪华型中双SD4V25R-100,中兴,福州,4.98万,8.68万,0.0, 6万公里,2018,N/A
奔驰G级 2017款 G 500,奔驰,苏州,103.88万,156.88万,0.0, 10.50万公里,2017,N/A
域虎7 2022款 2.0T自动柴油两驱舒享型长轴,江铃,福州,9.98万,12.53万,0.0, 2.60万公里,2022,N/A
炮 2021款 商用版 2.0T柴油 自动四驱领航型 长箱GW4D20M,长城,福州,11.98万,14.18万,0.0, 1.10万公里,2021,N/A
埃尔法 2019款 双擎 2.5L 豪华版,丰田,苏州,68.88万,80.50万,0.0, 15万公里,2019,N/A
奥迪A7 2012款 2.8FSI quattro进取型,奥迪,漳州,13.88万,72.80万,0.0, 12.60万公里,2012,N/A
保时捷911 2014款 Turbo S 3.8T,保时捷,北京,130.00万,255.10万,0.0, 5万公里,2014,N/A
奔驰C级(进口) 2018款 C 300 轿跑璨夜特别版,奔驰,北京,26.50万,46.88万,0.0, 5.40万公里,2018,N/A
观致3 2014款 三厢 1.6L 自动致悦型,观致,厦门,2.88万,14.29万,0.0, 10万公里,2014,N/A
长城C30 2016款 1.5L 手动舒适型CNG,长城,惠州,.,.,0.0, .,2016,N/A
长安CS75 2014款 1.8T 自动时尚型 国IV,长安,厦,.,.,0.0, ,2014,N/A
宝骏730 2014款 1.5L 手动豪华导航ESP版 7座,宝骏,厦,.,.,0.0, .,2014,N/A
翼搏 2013款 1.5L 手动风尚型,福特,乌鲁木齐,.,.,0.0, ,2013,N/A
帝豪GL 2017款 1.3T 自动尊贵型,吉利汽车,厦,.,.,0.0, ,2017,N/A
MINI 2022款 1.5T COOPER 艺术家,MINI,淮,.,.,0.0, .,2022,N/A
艾力绅 2019款 2.0L 锐·混动至尊版,本田,六,.,.,0.0, .,2019,N/A
奔奔E-Star 2021款 国民版 心悦版 （快充版）三元锂,长安欧尚,厦,.,.,0.0, ,2021,N/A
北汽新能源EC 2017款 EC180 灵动版,北汽新能源,广州,.,.,0.0, .,2017,N/A
SAVANA 2017款 6.0L G660S 雅尊天幕版,GMC,南京,.,.,0.0, .,2017,N/A
宝骏E100 2017款 智享版,宝骏,柳州,.,.,0.0, ,2017,N/A
广汽丰田ix4 2018款 豪华版,广汽集团,合肥,.,.,0.0, .,2018,N/A
比亚迪e5 2016款 300 豪华型,比亚迪,,.,.,0.0, .,2016,N/A
广汽丰田ix4 2018款 领先版,广汽集团,佛,.,.,0.0, .,2018,N/A
传祺GE3 2017款 尊享版,埃安,广州,.,.,0.0, .,2017,N/A
Polestar 2 2020款 首发版,Polestar极星,宜昌,.,.,0.0, .,2020,N/A
北汽新能源EC 2017款 EC180 灵动版,北汽新能源,保,.,.,0.0, .,2017,N/A
瑞风A60 2017款 1.5TGDI 自动豪华商务型,江汽集团,合肥,.,.,0.0, .,2017,N/A
蔚来EC6 2020款 615KM 性能版,蔚来,泉州,.,.,0.0, .,2020,N/A
Rapide 2013款 6.0L S,阿斯顿·马丁,台州,.,.,0.0, .,2013,N/A
Polestar 2 2020款 首发版,Polestar极星,广州,14.98万,41.80万,0.0, 1.77万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,苏州,15.28万,41.80万,0.0, 1.78万公里,2020,N/A
宝骏E200 2018款 智行版,宝骏,南宁,2.18万,10.80万,0.0, 4.10万公里,2018,N/A
奕泽E进擎 2020款 E·智尊版,丰田,济南,9.38万,25.38万,0.0, 1.90万公里,2020,N/A
荣威Ei5 2018款 互联网豪华版,荣威,西安,5.35万,21.38万,0.0, 4.09万公里,2018,N/A
领途E行 2018款 舒适型,领途汽车,六安,2.28万,13.68万,0.0, 9.80万公里,2018,N/A
传祺GE3 2018款 530 互联网悦享版,埃安,深圳,6.66万,23.05万,0.0, 3.40万公里,2018,N/A
Polestar 2 2020款 首发版,Polestar极星,杭州,13.98万,41.80万,0.0, 3.42万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,石家庄,13.98万,41.80万,0.0, 2.73万公里,2020,N/A
北汽威旺S50 2016款 1.5T 手动欢动超越版,北汽威旺,东莞,1.98万,11.48万,0.0, 7.50万公里,2016,N/A
江淮iEV 2015款 iEV5,江汽集团,合肥,2.35万,17.98万,0.0, 4万公里,2015,N/A
晨风 2014款 领航版6.6KW,启辰,佛山,3.38万,25.68万,0.0, 3.50万公里,2014,N/A
荣威ERX5 2017款 ERX5 EV400 电动互联至尊版,荣威,北京,5.20万,29.68万,0.0, 6.80万公里,2017,N/A
Polestar 2 2020款 首发版,Polestar极星,深圳,14.19万,41.80万,0.0, 2.86万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,中山,14.28万,41.80万,0.0, 3.57万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,湖州,14.28万,41.80万,0.0, 3.52万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,福州,14.38万,41.80万,0.0, 2.86万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,苏州,14.38万,41.80万,0.0, 2.22万公里,2020,N/A
比亚迪e6 2016款 400 精英版,比亚迪,北京,4.70万,33.00万,0.0, 1.59万公里,2016,N/A
江淮iEV6E 2018款 升级版 豪华智能型,江汽集团,合肥,2.88万,12.85万,0.0, 3万公里,2018,N/A
Polestar 2 2020款 首发版,Polestar极星,南宁,14.58万,41.80万,0.0, 3.45万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,洛阳,14.58万,41.80万,0.0, 3.41万公里,2020,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,杭州,17.98万,57.98万,0.0, 2.85万公里,2019,N/A
Polestar 2 2020款 首发版,Polestar极星,南昌,14.68万,41.80万,0.0, 2.37万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,西安,14.68万,41.80万,0.0, 2.12万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,贵阳,14.68万,41.80万,0.0, 2.72万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,保定,14.68万,41.80万,0.0, 2.58万公里,2020,N/A
秦EV 2018款 秦EV450 智联尊尚型,比亚迪,北京,5.98万,26.07万,0.0, 2.10万公里,2018,N/A
宋DM 2017款 1.5TID 全时四驱豪华型,比亚迪,珠海,4.98万,21.59万,0.0, 4.20万公里,2017,N/A
秦EV 2016款 秦EV300 尊贵型,比亚迪,西安,3.99万,26.98万,0.0, 5.16万公里,2016,N/A
雷克萨斯UX EV 2020款 300e 纯·悦,雷克萨斯,上海,14.38万,36.20万,0.0, 1.43万公里,2020,N/A
SITECH DEV 1 2018款 创睿版,新特汽车,合肥,2.99万,15.59万,0.0, 9.40万公里,2018,N/A
Polestar 2 2020款 首发版,Polestar极星,宜昌,14.88万,41.80万,0.0, 3.31万公里,2020,N/A
天际ME7 2021款 530km,天际汽车,深圳,9.58万,26.98万,0.0, 3.60万公里,2021,N/A
秦DM 2017款 1.5T 尊贵型,比亚迪,深圳,4.38万,18.59万,0.0, 2.50万公里,2017,N/A
宝沃BX7 2018款 28T 两驱质享型 7座 国VI,宝沃,佛山,5.40万,19.58万,0.0, 6.50万公里,2018,N/A
奔驰EQC 2021款 EQC 400 4MATIC,奔驰,武汉,20.88万,57.98万,0.0, 3.20万公里,2021,N/A
Polestar 2 2020款 首发版,Polestar极星,合肥,14.98万,41.80万,0.0, 2.28万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,昆明,14.98万,41.80万,0.0, 2万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,苏州,14.98万,41.80万,0.0, 2.02万公里,2020,N/A
帝豪EV 2017款 EV300 精英型,吉利几何,合肥,4.88万,20.58万,0.0, 4万公里,2017,N/A
蔚来ES6 2020款 600KM 运动版,蔚来,武汉,15.48万,42.60万,0.0, 3.90万公里,2020,N/A
江铃E200L 2016款 舒适型,江铃集团新能源,无锡,1.70万,8.58万,0.0, 5.40万公里,2016,N/A
雷克萨斯UX EV 2020款 300e 纯·享,雷克萨斯,北京,14.18万,38.50万,0.0, 3.86万公里,2020,N/A
比亚迪e5 2016款 300 豪华型,比亚迪,西安,3.88万,23.98万,0.0, 2.58万公里,2016,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,杭州,18.90万,57.98万,0.0, 2.20万公里,2019,N/A
凯迪拉克XTS 2017款 28T 技术型,凯迪拉克,武汉,10.08万,34.99万,0.0, 7.60万公里,2017,N/A
荣威eRX5 2017款 50T 混动互联尊荣旗舰版,荣威,盐城,5.86万,28.59万,0.0, 5.20万公里,2017,N/A
唐DM-i 2017款 DM 2.0T 全时四驱豪雅型,比亚迪,深圳,6.88万,27.99万,0.0, 3.30万公里,2017,N/A
奔驰EQC 2020款 350 4MATIC,奔驰,郑州,16.38万,49.98万,0.0, 2.60万公里,2020,N/A
宝马i3(进口) 2015款 时尚型,宝马,北京,6.88万,41.68万,0.0, 5.30万公里,2015,N/A
科雷傲(进口) 2013款 2.5L 两驱舒适导航版,雷诺,武汉,3.28万,25.98万,0.0, 8.30万公里,2013,N/A
秦EV 2016款 秦EV300 尊贵型,比亚迪,深圳,4.50万,26.98万,0.0, 2万公里,2016,N/A
江淮iEV7S 2018款 智享型,江汽集团,合肥,4.36万,17.60万,0.0, 1万公里,2018,N/A
唐DM-i 2017款 DM 2.0T 全时四驱豪雅型,比亚迪,深圳,5.80万,27.99万,0.0, 8.50万公里,2017,N/A
林肯MKX 2017款 2.0T 四驱尊雅版,林肯,武汉,10.45万,49.98万,0.0, 6万公里,2017,N/A
奕泽E进擎 2020款 E·智行版,丰田,广州,9.38万,22.58万,0.0, 1.60万公里,2020,N/A
江淮iEV7S 2018款 智享型,江汽集团,成都,3.68万,17.60万,0.0, 6.80万公里,2018,N/A
海马S5 2014款 1.6L 手动智骋型,海马,西安,1.79万,10.38万,0.0, 6.90万公里,2014,N/A
奔驰EQC 2020款 350 4MATIC,奔驰,金华,16.88万,49.98万,0.0, 2.80万公里,2020,N/A
华颂7 2017款 2.0T 自动精英型,华颂,成都,7.98万,23.77万,0.0, 1万公里,2017,N/A
沃尔沃XC60(进口) 2013款 T5 智雅版,沃尔沃,佛山,6.38万,47.49万,0.0, 6万公里,2013,N/A
荣威Ei5 2018款 互联网豪华版,荣威,西安,4.59万,21.38万,0.0, 7.17万公里,2018,N/A
蔚来EC6 2020款 605KM 运动版,蔚来,武汉,16.68万,43.60万,0.0, 3.50万公里,2020,N/A
红旗E-HS3 2019款 智联旗悦两驱版,红旗,杭州,5.88万,22.58万,0.0, 5.80万公里,2019,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,南京,19.87万,57.98万,0.0, 2.67万公里,2019,N/A
捷豹XJ 2016款 XJL 2.0T 两驱典雅商务版,捷豹,马鞍山,17.50万,79.80万,0.0, 8.20万公里,2016,N/A
凯迪拉克SRX 2013款 3.0L 豪华型,凯迪拉克,上海,4.79万,49.80万,0.0, 11.30万公里,2013,N/A
Polestar 2 2020款 首发版,Polestar极星,许昌,14.28万,41.80万,0.0, 2.83万公里,2020,N/A
捷豹XF 2015款 XF 2.0T 风华版,捷豹,重庆,9.90万,55.00万,0.0, 4.90万公里,2015,N/A
小鹏G3 2019款 尊享版,小鹏汽车,重庆,6.88万,19.98万,0.0, 3.80万公里,2019,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,成都,17.78万,57.98万,0.0, 3.90万公里,2019,N/A
秦DM 2017款 1.5T 尊贵型,比亚迪,深圳,4.18万,18.59万,0.0, 5万公里,2017,N/A
捷豹XF 2014款 XF 3.0 SC 风华版,捷豹,北京,9.00万,63.80万,0.0, 8.90万公里,2014,N/A
微蓝6 PHEV 2020款 互联智慧型,别克,西安,8.08万,18.83万,0.0, 1.66万公里,2020,N/A
捷豹XJ 2016款 XJL 2.0T 两驱典雅商务版,捷豹,武汉,17.98万,79.80万,0.0, 8.52万公里,2016,N/A
雷克萨斯UX EV 2020款 300e 纯·悦,雷克萨斯,中山,12.68万,36.20万,0.0, 1.88万公里,2020,N/A
世嘉 2013款 三厢 1.6L 自动品享型,雪铁龙,泰安,1.88万,12.98万,0.0, 8万公里,2013,N/A
吉利GX7 2014款 1.8L 手动进取型,吉利汽车,重庆,1.35万,9.29万,0.0, 8.80万公里,2014,N/A
奔驰EQC 2019款 400 4MATIC,奔驰,杭州,17.98万,57.98万,0.0, 3.98万公里,2019,N/A
众泰T600 2017款 1.5T 手动豪华贺岁版,众泰,东莞,1.98万,8.68万,0.0, 7万公里,2017,N/A
蒙迪欧PHEV 2018款 2.0 智控时尚型 国VI,福特,长沙,8.68万,28.08万,0.0, 4.82万公里,2018,N/A
Polestar 2 2020款 首发版,Polestar极星,中山,14.68万,41.80万,0.0, 1.76万公里,2020,N/A
唐DM-i 2015款 DM 2.0T 四驱旗舰型,比亚迪,深圳,4.05万,27.98万,0.0, 9.70万公里,2015,N/A
MG6 PHEV 2018款 45T E-DRIVE智驱混动尊享互联网版,名爵,上海,5.98万,16.98万,0.0, 3.25万公里,2018,N/A
奕泽E进擎 2020款 E·智行版,丰田,北京,8.98万,22.58万,0.0, 3.42万公里,2020,N/A
捷豹XF 2015款 XF 2.0T 80周年典藏豪华版,捷豹,上海,11.58万,61.00万,0.0, 7.20万公里,2015,N/A
奥迪Q7 2014款 40 TFSI 越野型,奥迪,南京,17.90万,118.38万,0.0, 11.10万公里,2014,N/A
林肯MKX 2018款 2.0T 四驱尊雅版,林肯,温州,14.80万,46.88万,0.0, 6万公里,2018,N/A
高合HiPhi X 2021款 旗舰版 6座,高合,合肥,29.98万,68.00万,0.0, 0.98万公里,2021,N/A
英朗 2019款 18T 自动互联精英型 国VI,别克,西安,4.89万,13.59万,0.0, 2.79万公里,2019,N/A
红旗E-HS3 2019款 智联旗悦两驱版,红旗,杭州,5.30万,22.58万,0.0, 9.80万公里,2019,N/A
卡罗拉双擎E+ 2019款 1.8L 领先版,丰田,深圳,8.38万,20.98万,0.0, 2.80万公里,2019,N/A
微蓝6 PHEV 2020款 互联智享型,别克,西安,7.89万,17.83万,0.0, 1.27万公里,2020,N/A
红旗H7 2018款 1.8T 公务型,红旗,银川,8.98万,24.98万,0.0, 2.65万公里,2018,N/A
宝马M5 2012款 M5,宝马,长沙,35.80万,185.80万,0.0, 4.30万公里,2012,N/A
Polestar 2 2020款 首发版,Polestar极星,深圳,14.98万,41.80万,0.0, 1.93万公里,2020,N/A
Polestar 2 2020款 首发版,Polestar极星,成都,14.98万,41.80万,0.0, 2.03万公里,2020,N/A
微蓝6 2019款 互联智享型,别克,上海,5.99万,21.38万,0.0, 3.71万公里,2019,N/A
思皓QX 2021款 300T DCT旗舰智联型,思皓,福州,5.98万,14.89万,0.0, 2.50万公里,2021,N/A
领克01 PHEV 2018款 1.5T 劲Pro 国V,领克,州,.,.,0.0, .,2018,N/A
荣威Marvel X 2018款 全驱版,荣威,,.,.,0.0, .,2018,N/A
奥迪A8 2013款 A8L 55 TFSI quattro豪华型,奥迪,石庄,.,.,0.0, .,2013,N/A
